"obs","words","count"
1,"해외",7636
2,"이커머스",6265
3,"판매",5260
4,"온라인",5020
5,"소비자",5005
6,"상품",4883
7,"제품",4454
8,"쇼핑몰",4187
9,"구매",3943
10,"소비",3739
11,"국내",3386
12,"직구",3363
13,"한국",3177
14,"금액",3124
15,"업체",3087
16,"시장",2889
17,"경우",2683
18,"수출",2675
19,"관련",2379
20,"가격",2286
21,"들이",2149
22,"서비스",2111
23,"인터넷",2110
24,"거래",2073
25,"지난해",2057
26,"사이트",2037
27,"배송",2011
28,"이용",1914
29,"증가",1891
30,"역직",1876
31,"고객",1847
32,"기업",1767
33,"하기",1682
34,"화장품",1671
35,"관세",1627
36,"결제",1564
37,"마켓",1541
38,"브랜드",1541
39,"사업자",1438
40,"서울",1427
41,"대표",1417
42,"운영",1413
43,"통관",1405
44,"제공",1361
45,"쇼핑",1324
46,"환불",1305
47,"지원",1294
48,"이상",1290
49,"때문",1258
50,"의류",1253
51,"물품",1251
52,"일본",1248
53,"미국",1236
54,"오픈",1210
55,"수입",1189
56,"신고",1174
57,"상담",1164
58,"피해",1162
59,"청약",1154
60,"철회",1147
61,"하지",1128
62,"규모",1126
63,"확인",1123
64,"센터",1107
65,"확대",1091
66,"올해",1091
67,"정보",1079
68,"글로벌",1077
69,"달러",1050
70,"공정위",1042
71,"매출",1036
72,"대상",1012
73,"관계자",1004
74,"하면",1001
75,"이번",981
76,"정부",974
77,"가능",962
78,"com",947
79,"발생",946
80,"구입",927
81,"설명",919
82,"접수",918
83,"다양",915
84,"계약",913
85,"품목",906
86,"알리바바",894
87,"자원",888
88,"광고",888
89,"최대",887
90,"전체",877
91,"대행",867
92,"기간",858
93,"반품",845
94,"결과",840
95,"문제",839
96,"시스템",829
97,"사용",822
98,"중소기업",818
99,"인기",812
100,"무역",811
101,"해당",808
102,"사업",804
103,"진행",794
104,"분석",783
105,"전문",782
106,"필요",780
107,"할인",777
108,"대비",764
109,"입점",763
110,"플랫폼",751
111,"안전",749
112,"유통",738
113,"계획",736
114,"조사",720
115,"세계",709
116,"성장",703
117,"주문",700
118,"내용",699
119,"취소",699
120,"식품",695
121,"업계",692
122,"판매자",685
