"obs","words","count"
1,"금액",12020
2,"매출",7739
3,"시장",5939
4,"달러",5495
5,"증가",5010
6,"이커머스",4871
7,"알리바바",4653
8,"미국",4548
9,"기록",4383
10,"전망",3861
11,"투자",3808
12,"지난해",3734
13,"대비",3648
14,"실적",3564
15,"올해",3516
16,"기업",3471
17,"업체",3316
18,"예상",3279
19,"상승",3197
20,"성장",2779
21,"하락",2748
22,"위안",2666
23,"최대",2594
24,"전년",2335
25,"조원",2331
26,"온라인",2237
27,"지수",2204
28,"발표",2179
29,"거래",2141
30,"이날",2129
31,"가격",1979
32,"경제",1963
33,"증시",1913
34,"기준",1883
35,"군제",1853
36,"판매",1815
37,"이후",1815
38,"소비",1810
39,"주가",1801
40,"들이",1790
41,"규모",1786
42,"사업",1752
43,"감소",1737
44,"확대",1734
45,"행사",1719
46,"삼성",1689
47,"한국",1652
48,"쇼핑",1624
49,"세계",1592
50,"증권",1589
51,"포인트",1521
52,"이상",1520
53,"전자",1506
54,"수준",1488
55,"영업이익",1479
56,"분석",1477
57,"때문",1404
58,"국내",1391
59,"기간",1342
60,"글로벌",1323
61,"비중",1298
62,"최고",1290
63,"영향",1232
64,"전체",1230
65,"연구",1221
66,"국의",1183
67,"제품",1163
68,"1분기",1157
69,"산업",1150
70,"부문",1138
71,"할인",1124
72,"개선",1120
73,"부진",1107
74,"해외",1097
75,"작년",1093
76,"수출",1088
77,"시작",1079
78,"블랙",1076
79,"라인",1074
80,"상장",1066
81,"점유율",1036
82,"관련",1035
83,"업종",1022
84,"기대",1016
85,"프라이데이",1012
86,"이번",1005
87,"서비스",1003
88,"분기",998
89,"가능성",996
90,"주요",995
91,"경우",993
92,"반도체",983
93,"com",983
94,"일본",968
95,"상품",951
96,"금리",934
97,"목표",933
98,"sk하이닉스",922
99,"인터넷",911
100,"우려",896
101,"하기",895
102,"게임",890
103,"설명",888
104,"업계",882
105,"회사",880
106,"경기",880
107,"가운데",877
108,"매수",875
109,"순이익",856
110,"마감",854
111,"정부",853
112,"지표",851
113,"동기",848
114,"지속",827
115,"반면",797
116,"소비자",770
117,"전날",769
118,"투자자",756
119,"시간",754
120,"사상",750
121,"전문가",745
122,"신규",738
123,"결제",735
124,"종목",733
125,"집계",726
126,"무단",726
127,"전재",726
128,"금융",721
129,"기술",714
130,"주식",713
131,"광고",709
132,"인상",702
133,"상황",699
134,"상승세",696
135,"수요",689
136,"성장세",677
137,"재배포",676
138,"은행",671
139,"평균",668
140,"의견",666
141,"인수",665
142,"지난달",664
143,"돌파",662
144,"가치",659
145,"강화",653
146,"내년",648
147,"주당",644
148,"강세",642
149,"지역",641
150,"급등",639
151,"주목",637
152,"계획",635
153,"펀드",631
154,"뉴욕",618
155,"애플",618
156,"하루",617
157,"대표",615
158,"효과",612
159,"대형",610
160,"평가",610
161,"회복",608
162,"중심",607
163,"성장률",601
164,"조정",601
165,"동안",599
166,"하면",591
167,"개월",587
168,"급증",585
169,"데이",583
170,"연속",582
171,"페이",579
172,"둔화",579
173,"호조",574
174,"소매",573
175,"예정",570
176,"항공",566
177,"진행",565
178,"백화점",558
179,"하지",555
180,"전환",553
181,"수익성",552
182,"결과",543
183,"뉴욕증시",543
184,"브랜드",542
185,"이라",539
186,"성공",539
187,"소식",531
188,"반영",530
189,"경쟁",529
190,"기존",529
191,"구매",526
192,"기대감",514
193,"관심",511
194,"전장",505
195,"관계자",501
196,"엔터테인먼트",497
197,"오프",496
198,"분야",496
199,"고객",494
200,"코스",491
201,"상반기",491
202,"출시",491
203,"모습",487
204,"수입",487
205,"사이트",485
206,"영업",484
207,"뉴스",482
208,"지분",479
209,"플랫폼",479
210,"다음",478
211,"고용",477
212,"카카오",477
213,"비용",475
214,"비교",475
215,"시가총액",475
216,"심리",474
217,"nhn",472
218,"아마존",468
219,"유통업체",464
220,"정책",462
221,"전략",458
222,"지적",458
223,"마케팅",456
224,"추가",454
225,"오전",452
226,"유통",451
227,"준비",451
228,"현대",447
229,"쇼핑몰",443
230,"정도",442
231,"사이버",442
232,"yna",441
233,"물류",440
234,"요인",433
235,"연방",433
236,"화장품",431
237,"수익",431
238,"결정",430
239,"손실",429
240,"스마트폰",426
241,"네이버",426
242,"변화",426
243,"공시",421
244,"처음",420
245,"자동차",417
246,"제시",416
247,"증가율",415
248,"안정",414
249,"자회사",413
250,"센트",413
251,"ipo",412
252,"존의",410
253,"하락세",410
254,"달성",409
255,"공모",405
256,"제외",401
257,"확보",400
258,"국제",400
259,"도시",399
260,"아마",396
261,"가량",393
262,"이익",393
263,"수혜",390
264,"소폭",390
265,"생산",389
266,"회장",388
267,"약세",387
268,"유가",386
269,"선물",385
270,"필요",382
271,"부동산",382
272,"일부",381
273,"그룹",377
274,"진출",377
275,"마켓",376
276,"위축",376
277,"보도",375
278,"제조업",375
279,"긍정적",375
280,"하반기",367
281,"인도",366
282,"연말",365
283,"포함",365
284,"수치",363
285,"비롯",360
286,"조사",360
287,"수익률",360
288,"전월",360
289,"완화",359
290,"하나",359
291,"보유",356
292,"집중",356
293,"급락",356
294,"아시",355
295,"에너지",350
296,"공급",349
297,"낸드플래시",348
298,"대상",348
299,"마트",347
300,"다양",347
301,"가능",344
302,"싱글",344
303,"추세",342
304,"매장",342
305,"만큼",340
306,"외국",340
307,"국가",340
308,"다우존스",340
309,"규제",338
310,"주택",338
311,"주문",337
312,"벤처",337
313,"전년동기",336
314,"수요가",335
315,"공개",335
316,"물량",333
317,"환율",331
318,"아마존은",330
319,"거래액",330
320,"연간",329
321,"택배",329
322,"경신",328
323,"작용",326
324,"판단",326
325,"원유",325
326,"전분",325
327,"개발",323
328,"순익",323
329,"직구",320
330,"지난주",319
331,"장중",319
332,"운영",316
333,"역대",316
334,"반등",315
335,"이유",314
336,"회의",312
337,"연휴",311
338,"특파원",310
339,"경쟁력",308
340,"참여",304
341,"연결",303
342,"중국판",302
343,"적극",301
344,"발생",301
345,"소매판매",301
346,"자산",299
347,"영국",299
348,"의미",298
349,"중국인",297
350,"hankyung",297
351,"적자",297
352,"지속적",296
353,"자금",295
354,"악화",294
355,"가입자",293
356,"시즌",293
357,"불과",292
358,"기관",292
359,"증가세",292
360,"흑자",290
361,"배송",288
362,"우리",288
363,"내수",286
364,"부담",284
365,"이벤트",282
366,"유지",275
367,"제공",275
368,"asiae",274
369,"보고서",273
370,"기반",272
371,"인기",272
372,"문제",272
373,"월스트리트",271
374,"재고",271
375,"오후",270
376,"국은",269
377,"활용",269
378,"개장",269
379,"트럼프",269
380,"유럽",268
381,"서울",267
382,"장기",267
383,"홈쇼핑",266
384,"공정",265
385,"전문",264
386,"상회",263
387,"추정",262
388,"저널",262
389,"추진",260
390,"상하",256
391,"월마트",255
392,"확인",254
393,"여객",254
394,"현지",253
395,"대규모",252
396,"이용",252
397,"강조",252
398,"마이크론",251
399,"주주",250
400,"평균지수",250
401,"대부분",249
402,"고려",248
403,"나스닥",248
404,"총재",248
405,"노선",247
406,"상당",246
407,"하이",245
408,"변동성",245
409,"한경닷컴",243
410,"통계",243
411,"불구",242
412,"클라우드",241
413,"디지털",240
414,"기회",239
415,"확장",237
416,"자리",237
417,"예측",236
418,"격차",236
419,"베이",235
420,"부분",234
421,"소비재",233
422,"다우",233
423,"먼데이",232
424,"무역",231
425,"상대",231
426,"오늘",230
427,"성과",230
428,"품목",229
429,"시점",229
430,"추수감사절",229
431,"주력",228
432,"여행",228
433,"이베",228
434,"텔레콤",228
435,"풀이",227
436,"메모리",226
437,"출발",226
438,"주간",225
439,"상향",224
440,"대한",223
441,"모델",223
442,"배럴당",223
443,"판매량",221
444,"통화",220
445,"관리",220
446,"금리인상",220
447,"상태",218
448,"진단",218
449,"의류",217
450,"속도",216
451,"의장",215
452,"유로",215
453,"주도",215
454,"여파",214
455,"하향",214
456,"창업",213
457,"감안",213
458,"시스템",211
459,"절반",210
460,"도입",210
461,"진입",209
462,"naver",209
463,"편입",209
464,"상승률",209
465,"종합지수",209
466,"국제유가",208
467,"매도",208
468,"프리미엄",207
469,"까지",206
470,"기업공개",206
471,"실제",206
472,"대통령",206
473,"당기순이익",205
474,"소매업체",205
475,"덕분",204
476,"마윈",203
477,"순위",203
478,"사이",202
479,"이용자",202
480,"축소",202
481,"gdp",202
482,"과거",201
483,"라면",201
484,"우리나라",200
485,"여기",200
486,"합병",200
487,"동남",199
488,"관측",198
489,"농심",197
490,"그동안",197
491,"유통업",197
492,"채권",197
493,"외국인",196
494,"화물",196
495,"업태",196
496,"활성화",195
497,"사용",195
498,"당일",195
499,"아마존이",194
500,"확산",194
501,"뉴욕증권거래소",194
502,"특수",194
503,"회계연도",194
504,"실시",193
505,"계속",193
506,"프라임",193
507,"번째",192
508,"매입",191
509,"협회",190
510,"발전",188
511,"동력",188
512,"현금",188
513,"분위기",188
514,"검색",187
515,"제도",187
516,"홍콩",186
517,"지출",185
518,"차이",185
519,"환경",184
520,"자체",184
521,"본격적",184
522,"중요",184
523,"시행",183
524,"채널",183
525,"악재",183
526,"습관",182
527,"fnnews",182
528,"당시",181
529,"발행",181
530,"해서",180
531,"비슷",180
532,"동사",180
533,"비율",179
534,"활동",178
535,"경영",178
536,"편의점",178
537,"이슈",177
538,"주식시장",177
539,"월마트는",177
540,"초반",176
541,"해당",175
542,"현상",175
543,"지원",174
544,"물건",174
545,"공략",173
546,"식품",173
547,"호재",173
548,"전세계",173
549,"프라",173
550,"애널리스트들은",173
551,"통신",172
552,"구조조정",172
553,"중소기업",171
554,"heraldcorp",170
555,"최저",170
556,"일반",169
557,"당초",169
558,"최저치",169
559,"바이",168
560,"불확실",168
561,"양호",168
562,"개시",168
563,"공장",167
564,"하회",167
565,"전반적",166
566,"매각",166
567,"대한항공",165
568,"케어",165
569,"낙폭",165
570,"호전",165
571,"사람",164
572,"뉴시스",164
573,"wsj",164
574,"리스크",164
575,"핵심",163
576,"한국의",163
577,"헬스",163
578,"이사",163
579,"부산",163
580,"성수기",163
581,"상무",162
582,"웨이",162
583,"측은",160
584,"국채",160
585,"으로",159
586,"회복세",159
587,"d램익스체인지는",158
588,"디스플레이",158
589,"선전",158
590,"헤럴드경제",158
591,"마련",157
592,"방식",157
593,"스북",157
594,"정보",157
595,"공항",157
596,"밸류",156
597,"알파벳",156
598,"경영자",155
599,"트렌드",155
600,"센터",155
601,"기타",155
602,"위험",154
603,"나노",153
604,"노력",153
605,"개인",153
606,"반대",152
607,"newsis",152
608,"경기전망",152
609,"조사치",152
610,"상위",151
611,"체인",151
612,"관련주",151
613,"신흥국",150
614,"기획",150
615,"계약",150
616,"가전",149
617,"불안",149
618,"대응",149
619,"한국경제",149
620,"직전",149
621,"유통업계",147
622,"미디어",147
623,"전기",147
624,"제약",147
625,"영화",146
626,"인구",146
627,"오바",146
628,"주의",146
629,"서비스업",146
630,"매매",146
631,"방침",145
632,"구조",145
633,"경쟁사",145
634,"삼성증권",145
635,"부정적",145
636,"오름세",145
637,"제조업체",143
638,"제한",143
639,"생각",143
640,"이전",143
641,"폭락",143
642,"서버",142
643,"조치",142
644,"유입",141
645,"개국",141
646,"내용",141
647,"d램익스체인지에",141
648,"스탠더드앤드푸어스",141
649,"종가",141
