"obs","words","count"
1,"시장",8876
2,"이커머스",7967
3,"기업",6975
4,"금액",6220
5,"한국",6154
6,"사업",5942
7,"온라인",5569
8,"투자",5284
9,"국내",4456
10,"알리바바",4069
11,"글로벌",3808
12,"대표",3800
13,"진출",3724
14,"업체",3708
15,"물류",3628
16,"브랜드",3482
17,"서비스",3182
18,"해외",3155
19,"상품",3062
20,"제품",3038
21,"성장",3028
22,"판매",3016
23,"그룹",2998
24,"매출",2882
25,"최대",2869
26,"지난해",2802
27,"운영",2737
28,"쇼핑몰",2689
29,"계획",2519
30,"규모",2448
31,"인도",2408
32,"이번",2237
33,"회사",2137
34,"화장품",2108
35,"플랫폼",2089
36,"확대",2087
37,"올해",1984
38,"현지",1975
39,"들이",1942
40,"하기",1787
41,"예정",1774
42,"세계",1710
43,"미국",1709
44,"유통",1696
45,"동남",1676
46,"인수",1595
47,"업계",1585
48,"설립",1585
49,"네시",1580
50,"마케팅",1543
51,"패션",1500
52,"이상",1486
53,"입점",1486
54,"수출",1482
55,"고객",1469
56,"진행",1468
57,"관계자",1458
58,"전문",1458
59,"제공",1450
60,"com",1438
61,"배송",1428
62,"달러",1401
63,"회장",1384
64,"상장",1383
65,"조원",1317
66,"체결",1311
67,"쇼핑",1310
68,"소비자",1298
69,"일본",1269
70,"아시",1257
71,"관련",1254
72,"강화",1237
73,"시작",1226
74,"오픈",1209
75,"다양",1201
76,"개발",1198
77,"지원",1187
78,"거래",1178
79,"전략",1167
80,"지분",1144
81,"성공",1133
82,"전망",1127
83,"계약",1113
84,"추진",1098
85,"확보",1084
86,"구축",1083
87,"인터넷",1082
88,"부문",1081
89,"설명",1078
90,"서울",1074
91,"주요",1069
92,"쿠팡",1066
93,"홈쇼핑",1065
94,"산업",1054
95,"공략",1051
96,"마켓",1041
97,"라인",1040
98,"보유",1028
99,"기록",1016
100,"이라",1004
101,"분야",979
102,"전재",967
103,"무단",966
104,"국의",955
105,"재배포",949
106,"한류",947
107,"증가",946
108,"구매",943
109,"활용",937
110,"대한",934
111,"매장",931
112,"때문",919
113,"지역",919
114,"적극",908
115,"결제",895
116,"기존",894
117,"대상",889
118,"협력",889
119,"중소기업",886
120,"오프",881
121,"직구",859
122,"사이트",858
123,"인기",853
124,"시스템",845
125,"경제",836
126,"행사",827
127,"역직",813
128,"기반",810
129,"소비",803
130,"물류센터",793
131,"채널",791
132,"예상",770
133,"마트",762
134,"목표",761
135,"뷰티",761
136,"시아",743
137,"이후",742
138,"삼성",734
139,"이사",732
140,"국제",731
141,"대비",726
142,"백화점",725
143,"유치",722
144,"통운",712
145,"자회사",708
146,"확장",707
147,"경쟁력",698
148,"관심",696
149,"현대",686
150,"가능",686
151,"중심",678
152,"말레이",676
153,"베트남",674
154,"대형",667
155,"비롯",664
156,"공급",660
157,"경우",647
158,"참여",639
159,"증권",631
160,"중국인",628
161,"뉴스",623
162,"신세계",619
163,"기준",617
164,"이날",614
165,"기술",611
166,"카페24",607
167,"전체",607
168,"비즈니스",606
169,"공시",605
170,"기회",596
171,"가운데",595
172,"경쟁",594
173,"추가",591
174,"연구",587
175,"제휴",586
176,"신규",586
177,"아이",585
178,"정부",582
179,"식품",580
180,"페이",577
181,"주주",574
182,"국가",571
183,"집중",566
184,"결정",562
185,"가능성",558
186,"모델",558
187,"주목",553
188,"수준",552
189,"상황",550
190,"평가",548
191,"가격",547
192,"전자",544
193,"태국",544
194,"내년",541
195,"솔루션",541
196,"우리",540
197,"택배",536
198,"최초",528
199,"가치",528
200,"센터",522
201,"공동",522
202,"하나",519
203,"효과",518
204,"분석",516
205,"코스",516
206,"위안",514
207,"방식",513
208,"네트워크",511
209,"hankyung",509
210,"준비",507
211,"엔터테인먼트",506
212,"프라",502
213,"기대",499
214,"매각",491
215,"부동산",489
216,"강조",487
217,"파트너",485
218,"금융",483
219,"정도",482
220,"발표",478
221,"계열사",478
222,"만큼",477
223,"마련",477
224,"필요",477
225,"사장",477
226,"비중",475
227,"한국의",472
228,"최고",468
229,"활성화",465
230,"방침",465
231,"하면",463
232,"건강",459
233,"게임",458
234,"코리",457
235,"관리",454
236,"자체",450
237,"디지털",447
238,"실적",442
239,"출시",437
240,"문화",436
241,"시간",435
242,"개국",435
243,"본격적",435
244,"영역",434
245,"여행",433
246,"의류",431
247,"본사",429
248,"베이",428
249,"기획",428
250,"이용",427
251,"면세점",427
252,"협약",426
253,"방송",423
254,"업무",421
255,"우수",420
256,"생산",419
257,"전년",419
258,"포함",417
259,"측은",415
260,"오바",415
261,"호텔",415
262,"창고",408
263,"바탕",407
264,"인구",407
265,"제작",406
266,"사업자",406
267,"스타",405
268,"성장세",404
269,"연간",401
270,"자금",399
271,"시너지",399
272,"활동",398
273,"상반기",398
274,"펀드",396
275,"은행",394
276,"통합",391
277,"법인",391
278,"하지",390
279,"참석",390
280,"지속적",387
281,"수익",386
282,"경영",385
283,"대행",381
284,"물량",380
285,"개최",379
286,"기간",377
